report_date,report_source,report_period,ext_massacres_cum,killed,killed_cum,ext_killed,ext_killed_cum,ext_killed_children_cum,ext_killed_women_cum,injured_cum,ext_injured,ext_injured_cum,ext_civdef_killed_cum,med_killed_cum,ext_med_killed_cum,press_killed_cum,ext_press_killed_cum,killed_recovered,killed_succumbed,killed_truce_new,killed_committee
2024-05-08,mohtel,24,3094,55.0,34844.0,55,34844,15002,9893,78404.0,200,78404,68,492.0,492,142.0,142,,,,
2024-05-09,mohtel,24,3098,60.0,34904.0,60,34904,15002,9893,78514.0,110,78514,68,,492,,142,,,,
2024-05-10,mohtel,24,3104,39.0,34943.0,39,34943,15002,9893,78572.0,58,78572,68,,492,,142,,,,
2024-05-11,mohtel,24,3108,28.0,34971.0,28,34971,15002,9893,78641.0,69,78641,68,,492,143.0,143,,,,
2024-05-12,mohtel,24,3116,63.0,35034.0,63,35034,15002,9893,78755.0,114,78755,68,,492,,143,,,,
2024-05-13,mohtel,24,3123,57.0,35091.0,57,35091,15103,9961,78827.0,72,78827,69,492.0,492,143.0,143,,,,
2024-05-14,mohtel,24,3131,82.0,35173.0,82,35173,15103,9961,79061.0,234,79061,69,,492,,143,,,,
2024-05-15,mohtel,24,3136,60.0,35233.0,60,35233,15103,9961,79141.0,80,79141,69,,492,,143,,,,
2024-05-16,mohtel,24,3140,39.0,35272.0,39,35272,15103,9961,79205.0,64,79205,69,,492,147.0,147,,,,
2024-05-17,mohtel,24,3144,31.0,35303.0,31,35303,15103,9961,79261.0,56,79261,69,,492,,147,,,,
2024-05-18,mohtel,24,3153,83.0,35386.0,83,35386,15162,10018,79366.0,105,79366,69,492.0,492,147.0,147,,,,
2024-05-19,mohtel,24,3161,70.0,35456.0,70,35456,15162,10018,79476.0,110,79476,69,,492,,147,,,,
2024-05-20,mohtel,24,3171,106.0,35562.0,106,35562,15162,10018,79652.0,176,79652,69,,492,,147,,,,
2024-05-21,mohtel,24,3176,85.0,35647.0,85,35647,15162,10018,79852.0,200,79852,69,,492,,147,,,,
2024-05-22,mohtel,24,3182,62.0,35709.0,62,35709,15162,10018,79990.0,138,79990,69,,492,,147,,,,
2024-05-23,mohtel,24,3191,91.0,35800.0,91,35800,15239,10093,80200.0,210,80200,69,493.0,493,147.0,147,,,,
2024-05-24,mohtel,24,3197,57.0,35857.0,57,35857,15239,10093,80293.0,93,80293,69,,493,,147,,,,
2024-05-25,mohtel,24,3202,46.0,35903.0,46,35903,15239,10093,80420.0,127,80420,69,,493,,147,,,,
2024-05-26,mohtel,24,3210,81.0,35984.0,81,35984,15239,10093,80643.0,223,80643,69,,493,,147,,,,
2024-05-27,mohtel,24,3217,66.0,36050.0,66,36050,15239,10093,81026.0,383,81026,69,495.0,495,,147,,,,
2024-05-28,mohtel,24,3222,46.0,36096.0,46,36096,15328,10171,81136.0,110,81136,69,496.0,496,147.0,147,,,,
2024-05-29,mohtel,24,3228,75.0,36171.0,75,36171,15328,10171,81420.0,284,81420,69,,496,,147,,,,
2024-05-30,mohtel,24,3233,53.0,36224.0,53,36224,15328,10171,81777.0,357,81777,69,498.0,498,,147,,,,
2024-05-31,mohtel,24,3238,60.0,36284.0,60,36284,15328,10171,82057.0,280,82057,69,,498,,147,,,,
2024-06-01,mohtel,24,3243,95.0,36379.0,95,36379,15328,10171,82407.0,350,82407,69,,498,,147,,,,
2024-06-02,mohtel,24,3247,60.0,36439.0,60,36439,15348,10231,82627.0,220,82627,70,498.0,498,147.0,147,,,,
2024-06-03,mohtel,24,3251,40.0,36479.0,40,36479,15348,10231,82777.0,150,82777,70,,498,,147,,,,
2024-06-04,mohtel,24,3258,71.0,36550.0,71,36550,15348,10231,82959.0,182,82959,70,,498,,147,,,,
2024-06-05,mohtel,24,3262,36.0,36586.0,36,36586,15348,10231,83074.0,115,83074,70,,498,,147,,,,
2024-06-06,mohtel,24,3268,68.0,36654.0,68,36654,15348,10231,83309.0,235,83309,70,,498,,147,,,,
2024-06-07,mohtel,24,3276,77.0,36731.0,77,36731,15517,10279,83530.0,221,83530,70,498.0,498,147.0,147,,,,
2024-06-08,mohtel,24,3281,70.0,36801.0,70,36801,15517,10279,83680.0,150,83680,70,,498,,147,,,,
2024-06-09,mohtel,24,3289,283.0,37084.0,283,37084,15517,10279,84494.0,814,84494,70,,498,150.0,150,,,,
2024-06-10,mohtel,24,3294,40.0,37124.0,40,37124,15517,10279,84712.0,218,84712,70,,498,,150,,,,
2024-06-11,mohtel,24,3297,40.0,37164.0,40,37164,15517,10279,84832.0,120,84832,70,,498,,150,,,,
2024-06-12,mohtel,24,3300,38.0,37202.0,38,37202,15694,10367,84932.0,100,84932,70,498.0,498,150.0,150,,,,
2024-06-13,mohtel,24,3303,30.0,37232.0,30,37232,15694,10367,85037.0,105,85037,70,,498,,150,,,,
2024-06-14,mohtel,24,3307,34.0,37266.0,34,37266,15694,10367,85102.0,65,85102,70,,498,,150,,,,
2024-06-15,mohtel,24,3310,30.0,37296.0,30,37296,15694,10367,85197.0,95,85197,70,,498,,150,,,,
2024-06-16,mohtel,24,3313,41.0,37337.0,41,37337,15694,10367,85299.0,102,85299,70,,498,,150,,,,
2024-06-17,mohtel,24,3315,10.0,37347.0,10,37347,15747,10406,85372.0,73,85372,70,498.0,498,151.0,151,,,,
2024-06-18,mohtel,24,3318,25.0,37372.0,25,37372,15747,10406,85452.0,80,85452,70,,498,,151,,,,
2024-06-19,mohtel,24,3321,24.0,37396.0,24,37396,15747,10406,85523.0,71,85523,70,,498,,151,,,,
2024-06-20,mohtel,24,3325,35.0,37431.0,35,37431,15747,10406,85653.0,130,85653,70,,498,,151,,,,
2024-06-21,mohtel,24,3328,19.0,37450.0,19,37450,15747,10406,85742.0,89,85742,70,,498,,151,,,,
2024-06-22,mohtel,24,3331,101.0,37551.0,101,37551,15821,10475,85911.0,169,85911,70,499.0,499,152.0,152,,,,
2024-06-23,mohtel,24,3334,47.0,37598.0,47,37598,15821,10475,86032.0,121,86032,70,,499,,152,,,,
2024-06-24,mohtel,24,3334,28.0,37626.0,28,37626,15821,10475,86098.0,66,86098,70,,499,,152,,,,
2024-06-25,mohtel,24,3337,32.0,37658.0,32,37658,15821,10475,86237.0,139,86237,70,,499,,152,,,,
2024-06-26,mohtel,24,3341,60.0,37718.0,60,37718,15821,10475,86377.0,140,86377,70,,499,,152,,,,
2024-06-27,mohtel,24,3344,47.0,37765.0,47,37765,15882,10538,86429.0,52,86429,74,500.0,500,152.0,152,,,,
2024-06-28,mohtel,24,3348,29.0,37794.0,29,37794,15882,10538,86634.0,205,86634,74,,500,,152,,,,
2024-06-29,mohtel,24,3351,40.0,37834.0,40,37834,15882,10538,86858.0,224,86858,74,,500,,152,,,,
2024-06-30,mohtel,24,3354,43.0,37877.0,43,37877,15882,10538,86969.0,111,86969,74,,500,,152,,,,
2024-07-01,mohtel,24,3356,23.0,37900.0,23,37900,15882,10538,87060.0,91,87060,74,,500,153.0,153,,,,
2024-07-02,mohtel,24,3359,25.0,37925.0,25,37925,15919,10569,87141.0,81,87141,75,500.0,500,153.0,153,,,,
2024-07-03,mohtel,24,3362,28.0,37953.0,28,37953,15919,10569,87266.0,125,87266,75,,500,,153,,,,
2024-07-04,mohtel,24,3366,58.0,38011.0,58,38011,15919,10569,87445.0,179,87445,75,,500,,153,,,,
2024-07-05,mohtel,24,3370,58.0,38069.0,58,38069,15919,10569,87605.0,160,87605,75,,500,,153,,,,
2024-07-06,mohtel,24,3373,29.0,38098.0,29,38098,15919,10569,87705.0,100,87705,75,,500,158.0,158,,,,
2024-07-07,mohtel,24,3376,55.0,38153.0,55,38153,15983,10637,87828.0,123,87828,75,500.0,500,158.0,158,,,,
2024-07-08,mohtel,24,3379,40.0,38193.0,40,38193,15983,10637,87903.0,75,87903,75,,500,,158,,,,
2024-07-09,mohtel,24,3382,50.0,38243.0,50,38243,15983,10637,88033.0,130,88033,75,,500,,158,,,,
2024-07-10,mohtel,24,3386,52.0,38295.0,52,38295,15983,10637,88241.0,208,88241,75,,500,,158,,,,
2024-07-11,mohtel,24,3388,50.0,38345.0,50,38345,16054,10700,88295.0,54,88295,75,500.0,500,158.0,158,,,,
2024-07-12,mohtel,24,3391,37.0,38382.0,37,38382,16054,10700,88352.0,57,88352,75,,500,,158,,,,
2024-07-13,mohtel,24,3395,61.0,38443.0,61,38443,16054,10700,88481.0,129,88481,75,,500,,158,,,,
2024-07-14,mohtel,24,3399,141.0,38584.0,141,38584,16054,10700,88881.0,400,88881,75,,500,,158,,,,
2024-07-15,mohtel,24,3402,80.0,38664.0,80,38664,16054,10700,89097.0,216,89097,75,,500,,158,,,,
2024-07-16,mohtel,24,3404,49.0,38713.0,49,38713,16054,10700,89166.0,69,89166,75,,500,160.0,160,,,,
2024-07-17,mohtel,24,3408,81.0,38794.0,81,38794,16172,10798,89364.0,198,89364,79,500.0,500,160.0,160,,,,
2024-07-18,mohtel,24,3411,54.0,38848.0,54,38848,16172,10798,89459.0,95,89459,79,,500,,160,,,,
2024-07-19,mohtel,24,3414,34.0,38882.0,34,38882,16172,10798,89568.0,109,89568,79,,500,,160,,,,
2024-07-20,mohtel,24,3418,37.0,38919.0,37,38919,16172,10798,89622.0,54,89622,79,,500,161.0,161,,,,
2024-07-21,mohtel,24,3422,64.0,38983.0,64,38983,16172,10798,89727.0,105,89727,79,,500,162.0,162,,,,
2024-07-22,mohtel,24,3425,23.0,39006.0,23,39006,16251,10859,89818.0,91,89818,79,500.0,500,163.0,163,,,,
2024-07-23,mohtel,24,3433,84.0,39090.0,84,39090,16251,10859,90147.0,329,90147,79,,500,,163,,,,
2024-07-24,mohtel,24,3436,55.0,39145.0,55,39145,16251,10859,90257.0,110,90257,79,,500,,163,,,,
2024-07-25,mohtel,24,3439,30.0,39175.0,30,39175,16251,10859,90403.0,146,90403,79,,500,,163,,,,
2024-07-26,mohtel,24,3439,42.0,39217.0,42,39217,16251,10859,90486.0,83,90486,79,,500,,163,,,,
2024-07-27,mohtel,24,3443,41.0,39258.0,41,39258,16251,10921,90589.0,103,90589,79,885.0,885,163.0,163,,,,
2024-07-28,mohtel,24,3446,66.0,39324.0,66,39324,16251,10921,90830.0,241,90830,79,,885,,163,,,,
2024-07-29,mohtel,24,3449,39.0,39363.0,39,39363,16251,10921,90923.0,93,90923,79,,885,,163,,,,
2024-07-30,mohtel,24,3452,37.0,39400.0,37,39400,16251,10921,90996.0,73,90996,79,,885,,163,,,,
2024-07-31,mohtel,24,3455,45.0,39445.0,45,39445,16251,10921,91073.0,77,91073,79,,885,,163,,,,
2024-08-01,mohtel,24,3457,35.0,39480.0,35,39480,16314,10980,91128.0,55,91128,79,885.0,885,165.0,165,,,,
2024-08-02,mohtel,24,3460,39.0,39519.0,39,39519,16314,10980,91218.0,90,91218,79,,885,,165,,,,
2024-08-03,mohtel,24,3463,31.0,39550.0,31,39550,16314,10980,91280.0,62,91280,79,,885,,165,,,,
2024-08-04,mohtel,24,3465,33.0,39583.0,33,39583,16314,10980,91398.0,118,91398,79,,885,,165,,,,
2024-08-05,mohtel,24,3468,40.0,39623.0,40,39623,16314,10980,91469.0,71,91469,79,,885,,165,,,,
2024-08-06,mohtel,24,3471,30.0,39653.0,30,39653,16365,11012,91535.0,66,91535,79,885.0,885,166.0,166,,,,
2024-08-07,mohtel,24,3473,24.0,39677.0,24,39677,16365,11012,91645.0,110,91645,79,,885,,166,,,,
2024-08-08,mohtel,24,3477,22.0,39699.0,22,39699,16365,11012,91722.0,77,91722,79,,885,,166,,,,
2024-08-09,mohtel,24,3480,51.0,39750.0,51,39750,16365,11012,91862.0,140,91862,79,,885,168.0,168,,,,
2024-08-10,mohtel,24,3483,40.0,39790.0,40,39790,16365,11012,92002.0,140,92002,79,,885,,168,,,,
2024-08-11,mohtel,0,3483,0.0,39790.0,0,39790,16365,11012,92002.0,0,92002,79,,885,,168,,,,
2024-08-12,mohtel,48,3486,107.0,39897.0,107,39897,16456,11088,92152.0,150,92152,79,885.0,885,168.0,168,,,,
2024-08-13,mohtel,24,3488,32.0,39929.0,32,39929,16456,11088,92240.0,88,92240,79,,885,,168,,,,
2024-08-14,mohtel,24,3490,36.0,39965.0,36,39965,16456,11088,92294.0,54,92294,79,,885,,168,,,,
2024-08-15,mohtel,24,3493,40.0,40005.0,40,40005,16456,11088,92401.0,107,92401,79,,885,,168,,,,
2024-08-16,mohtel,0,3493,0.0,40005.0,0,40005,16456,11088,92401.0,0,92401,79,,885,,168,,,,
2024-08-17,mohtel,48,3498,69.0,40074.0,69,40074,16456,11088,92537.0,136,92537,79,,885,,168,,,,
2024-08-18,mohtel,24,3500,25.0,40099.0,25,40099,16456,11088,92609.0,72,92609,79,,885,,168,,,,
2024-08-19,mohtel,24,3503,40.0,40139.0,40,40139,16456,11088,92743.0,134,92743,79,,885,169.0,169,,,,
2024-08-20,mohtel,24,3506,34.0,40173.0,34,40173,16456,11088,92857.0,114,92857,79,,885,,169,,,,
2024-08-21,mohtel,24,3510,50.0,40223.0,50,40223,16456,11088,92981.0,124,92981,79,,885,170.0,170,,,,
2024-08-22,mohtel,24,3514,42.0,40265.0,42,40265,16456,11088,93144.0,163,93144,79,,885,,170,,,,
2024-08-23,mohtel,0,3514,0.0,40265.0,0,40265,16456,11088,93144.0,0,93144,79,,885,,170,,,,
2024-08-24,mohtel,48,3519,69.0,40334.0,69,40334,16456,11088,93356.0,212,93356,79,,885,,170,,,,
2024-08-25,mohtel,24,3522,71.0,40405.0,71,40405,16456,11088,93468.0,112,93468,79,,885,,170,,,,
2024-08-26,mohtel,24,3524,30.0,40435.0,30,40435,16589,11207,93534.0,66,93534,82,885.0,885,170.0,170,,,,
2024-08-27,mohtel,24,3524,41.0,40435.0,41,40476,16589,11207,93534.0,113,93647,82,,885,171.0,171,,,,
2024-08-28,mohtel,24,3528,58.0,40534.0,58,40534,16589,11207,93778.0,131,93778,82,,885,172.0,172,,,,
2024-08-29,mohtel,24,3532,68.0,40602.0,68,40602,16589,11207,93855.0,77,93855,82,,885,,172,,,,
2024-08-30,mohtel,0,3532,0.0,40602.0,0,40602,16589,11207,93855.0,0,93855,82,,885,,172,,,,
2024-08-31,mohtel,48,3537,89.0,40691.0,89,40691,16673,11269,94060.0,205,94060,82,885.0,885,172.0,172,,,,
2024-09-01,mohtel,24,3540,47.0,40738.0,47,40738,16673,11269,94154.0,94,94154,82,,885,,172,,,,
2024-09-02,mohtel,24,3543,48.0,40786.0,48,40786,16673,11269,94224.0,70,94224,82,,885,,172,,,,
2024-09-03,mohtel,24,3546,33.0,40819.0,33,40819,16673,11269,94291.0,67,94291,82,,885,,172,,,,
2024-09-04,mohtel,24,3549,42.0,40861.0,42,40861,16673,11269,94398.0,107,94398,82,,885,,172,,,,
2024-09-05,mohtel,24,3551,17.0,40878.0,17,40878,16673,11269,94454.0,56,94454,82,,885,,172,,,,
2024-09-06,mohtel,0,3551,0.0,40878.0,0,40878,16673,11269,94454.0,0,94454,82,,885,,172,,,,
2024-09-07,mohtel,48,3555,61.0,40939.0,61,40939,16673,11269,94616.0,162,94616,82,,885,,172,,,,
2024-09-08,mohtel,24,3558,33.0,40972.0,33,40972,16673,11269,94761.0,145,94761,82,,885,,172,,,,
2024-09-09,mohtel,24,3560,16.0,40988.0,16,40988,16673,11269,94825.0,64,94825,82,,885,,172,,,,
2024-09-10,mohtel,24,3563,32.0,41020.0,32,41020,16756,11346,94925.0,100,94925,82,885.0,885,172.0,172,,,,
2024-09-11,mohtel,24,3567,64.0,41084.0,64,41084,16756,11346,95029.0,104,95029,82,,885,,172,,,,
2024-09-12,mohtel,24,3570,34.0,41118.0,34,41118,16756,11346,95125.0,96,95125,82,,885,,172,,,,
2024-09-13,mohtel,0,3570,0.0,41118.0,0,41118,16756,11346,95125.0,0,95125,82,,885,,172,,,,
2024-09-14,mohtel,48,3574,64.0,41182.0,64,41182,16756,11346,95280.0,155,95280,82,,885,,172,,,,
2024-09-15,mohtel,24,3577,24.0,41206.0,24,41206,16795,11378,95337.0,57,95337,83,885.0,885,173.0,173,,,,
2024-09-16,mohtel,24,3580,20.0,41226.0,20,41226,16795,11378,95413.0,76,95413,83,,885,,173,,,,
2024-09-17,mohtel,24,3583,26.0,41252.0,26,41252,16795,11378,95497.0,84,95497,83,,885,,173,,,,
2024-09-18,mohtel,24,3585,20.0,41272.0,20,41272,16795,11378,95551.0,54,95551,83,,885,,173,,,,
2024-09-19,mohtel,0,3585,0.0,41272.0,0,41272,16795,11378,95551.0,0,95551,83,,885,,173,,,,
2024-09-20,mohtel,0,3585,0.0,41272.0,0,41272,16795,11378,95551.0,0,95551,83,,885,,173,,,,
2024-09-21,mohtel,72,3597,119.0,41391.0,119,41391,16795,11378,95760.0,209,95760,83,,885,,173,,,,
2024-09-22,mohtel,24,3600,40.0,41431.0,40,41431,16795,11378,95818.0,58,95818,83,,885,,173,,,,
2024-09-23,mohtel,24,3603,24.0,41455.0,24,41455,16795,11378,95878.0,60,95878,83,,885,,173,,,,
2024-09-24,mohtel,24,3606,12.0,41467.0,12,41467,16795,11378,95921.0,43,95921,83,,885,,173,,,,
2024-09-25,mohtel,24,3610,28.0,41495.0,28,41495,16859,11429,96006.0,85,96006,85,986.0,986,173.0,173,,,,
2024-09-26,mohtel,24,3614,39.0,41534.0,39,41534,16859,11429,96092.0,86,96092,85,,986,,173,,,,
2024-09-27,mohtel,0,3614,0.0,41534.0,0,41534,16859,11429,96092.0,0,96092,85,,986,,173,,,,
2024-09-28,mohtel,48,3618,52.0,41586.0,52,41586,16859,11429,96210.0,118,96210,85,,986,,173,,,,
2024-09-29,mohtel,24,3618,9.0,41595.0,9,41595,16859,11429,96251.0,41,96251,85,,986,,173,,,,
2024-09-30,mohtel,24,3620,20.0,41615.0,20,41615,16891,11458,96359.0,108,96359,85,986.0,986,174.0,174,,,,
2024-10-01,mohtel,24,3624,23.0,41638.0,23,41638,16891,11458,96460.0,101,96460,85,,986,,174,,,,
2024-10-02,mohtel,24,3629,51.0,41689.0,51,41689,16891,11458,96625.0,165,96625,85,,986,,174,,,,
2024-10-03,mohtel,24,3637,99.0,41788.0,99,41788,16891,11458,96794.0,169,96794,85,,986,,174,,,,
2024-10-04,mohtel,24,3640,14.0,41802.0,14,41802,16891,11458,96844.0,50,96844,85,,986,,174,,,,
2024-10-05,mohtel,24,3643,23.0,41825.0,23,41825,16891,11458,96910.0,66,96910,85,,986,,174,,,,
2024-10-06,mohtel,24,3646,45.0,41870.0,45,41870,16927,11487,97166.0,256,97166,85,986.0,986,175.0,175,,,,
2024-10-07,mohtel,24,3650,39.0,41909.0,39,41909,16927,11487,97303.0,137,97303,85,,986,,175,,,,
2024-10-08,mohtel,24,3658,56.0,41965.0,56,41965,16927,11487,97590.0,287,97590,85,,986,,175,,,,
2024-10-09,mohtel,24,3661,45.0,42010.0,45,42010,16927,11487,97720.0,130,97720,85,,986,176.0,176,,,,
2024-10-10,mohtel,24,3666,55.0,42065.0,55,42065,16927,11487,97886.0,166,97886,85,,986,,176,,,,
2024-10-11,mohtel,24,3670,61.0,42126.0,61,42126,16927,11487,98117.0,231,98117,85,,986,,176,,,,
2024-10-12,mohtel,24,3675,49.0,42175.0,49,42175,16927,11487,98336.0,219,98336,85,,986,,176,,,,
2024-10-13,mohtel,24,3679,52.0,42227.0,52,42227,16927,11487,98464.0,128,98464,85,,986,,176,,,,
2024-10-14,mohtel,24,3683,62.0,42289.0,62,42289,16927,11487,98684.0,220,98684,85,,986,177.0,177,,,,
2024-10-15,mohtel,24,3687,55.0,42344.0,55,42344,17029,11585,99013.0,329,99013,85,986.0,986,177.0,177,,,,
2024-10-16,mohtel,24,3691,65.0,42409.0,65,42409,17029,11585,99153.0,140,99153,85,,986,,177,,,,
2024-10-17,mohtel,24,3695,29.0,42438.0,29,42438,17029,11585,99246.0,93,99246,85,,986,,177,,,,
2024-10-18,mohtel,24,3699,62.0,42500.0,62,42500,17029,11585,99546.0,300,99546,85,,986,,177,,,,
2024-10-19,mohtel,24,3702,19.0,42519.0,19,42519,17029,11585,99637.0,91,99637,85,,986,,177,,,,
2024-10-20,mohtel,24,3709,84.0,42603.0,84,42603,17029,11585,99795.0,158,99795,85,,986,,177,,,,
2024-10-21,mohtel,0,3709,0.0,42603.0,0,42603,17029,11585,99795.0,0,99795,85,,986,,177,,,,
2024-10-22,mohtel,48,3716,115.0,42718.0,115,42718,17029,11585,100282.0,487,100282,85,,986,,177,,,,
2024-10-23,mohtel,24,3722,74.0,42792.0,74,42792,17029,11585,100412.0,130,100412,85,,986,,177,,,,
2024-10-24,mohtel,24,3726,55.0,42847.0,55,42847,17029,11585,100544.0,132,100544,85,,986,,177,,,,
2024-10-25,mohtel,0,3726,0.0,42847.0,0,42847,17210,11742,100544.0,0,100544,85,1047.0,1047,177.0,177,,,,
2024-10-26,mohtel,48,3733,77.0,42924.0,77,42924,17210,11742,100833.0,289,100833,85,,1047,,177,,,,
2024-10-27,mohtel,0,3733,0.0,42924.0,0,42924,17210,11742,100833.0,0,100833,85,,1047,182.0,182,,,,
2024-10-28,mohtel,48,3738,96.0,43020.0,96,43020,17210,11742,101110.0,277,101110,85,,1047,,182,,,,
2024-10-29,mohtel,24,3742,41.0,43061.0,41,43061,17210,11742,101223.0,113,101223,85,,1047,,182,,,,
2024-10-30,mohtel,24,3747,102.0,43163.0,102,43163,17289,11815,101510.0,287,101510,85,1047.0,1047,182.0,182,,,,
2024-10-31,mohtel,24,3753,41.0,43204.0,41,43204,17289,11815,101641.0,131,101641,85,,1047,,182,,,,
2024-11-01,mohtel,24,3756,55.0,43259.0,55,43259,17289,11815,101827.0,186,101827,85,,1047,,182,,,,
2024-11-02,mohtel,24,3763,55.0,43314.0,55,43314,17289,11815,102019.0,192,102019,85,,1047,183.0,183,,,,
2024-11-03,mohtel,24,3767,27.0,43341.0,27,43341,17289,11815,102105.0,86,102105,85,,1047,,183,,,,
2024-11-04,mohtel,24,3770,33.0,43374.0,33,43374,17289,11815,102261.0,156,102261,85,,1047,,183,,,,
2024-11-05,mohtel,24,3773,17.0,43391.0,17,43391,17289,11815,102347.0,86,102347,85,,1047,,183,,,,
2024-11-06,mohtel,0,3773,0.0,43391.0,0,43391,17289,11815,102347.0,0,102347,85,,1047,,183,,,,
2024-11-07,mohtel,48,3779,78.0,43469.0,78,43469,17289,11815,102561.0,214,102561,85,,1047,,183,,,,
2024-11-08,mohtel,24,3782,39.0,43508.0,39,43508,17289,11815,102684.0,123,102684,85,,1047,,183,,,,
2024-11-09,mohtel,24,3786,44.0,43552.0,44,43552,17385,11891,102765.0,81,102765,85,1054.0,1054,188.0,188,,,,
2024-11-10,mohtel,24,3789,51.0,43603.0,51,43603,17385,11891,102929.0,164,102929,85,,1054,,188,,,,
2024-11-11,mohtel,0,3789,0.0,43603.0,0,43603,17385,11891,102929.0,0,102929,85,,1054,,188,,,,
2024-11-12,mohtel,48,3794,62.0,43665.0,62,43665,17385,11891,103076.0,147,103076,85,,1054,,188,,,,
2024-11-13,mohtel,24,3801,47.0,43712.0,47,43712,17385,11891,103258.0,182,103258,85,,1054,,188,,,,
2024-11-14,mohtel,24,3804,24.0,43736.0,24,43736,17385,11891,103370.0,112,103370,85,,1054,,188,,,,
2024-11-15,mohtel,24,3807,28.0,43764.0,28,43764,17385,11891,103490.0,120,103490,85,,1054,,188,,,,
2024-11-16,mohtel,24,3810,35.0,43799.0,35,43799,17385,11891,103601.0,111,103601,85,,1054,,188,,,,
2024-11-17,mohtel,24,3816,47.0,43846.0,47,43846,17385,11891,103740.0,139,103740,85,,1054,,188,,,,
2024-11-18,mohtel,24,3820,76.0,43922.0,76,43922,17385,11891,103898.0,158,103898,85,,1054,,188,,,,
2024-11-19,mohtel,24,3823,50.0,43972.0,50,43972,17492,11979,104008.0,110,104008,86,1054.0,1054,188.0,188,,,,
2024-11-20,mohtel,24,3825,13.0,43985.0,13,43985,17492,11979,104092.0,84,104092,86,,1054,,188,,,,
2024-11-21,mohtel,24,3830,71.0,44056.0,71,44056,17492,11979,104268.0,176,104268,86,,1054,,188,,,,
2024-11-22,mohtel,0,3830,0.0,44056.0,0,44056,17492,11979,104268.0,0,104268,86,,1054,,188,,,,
2024-11-23,mohtel,48,3837,120.0,44176.0,120,44176,17492,11979,104473.0,205,104473,86,,1054,189.0,189,,,,
2024-11-24,mohtel,24,3841,35.0,44211.0,35,44211,17492,11979,104567.0,94,104567,86,,1054,,189,,,,
2024-11-25,mohtel,24,3843,24.0,44235.0,24,44235,17492,11979,104638.0,71,104638,86,,1054,,189,,,,
2024-11-26,mohtel,24,3846,14.0,44249.0,14,44249,17492,11979,104746.0,108,104746,86,,1054,,189,,,,
2024-11-27,mohtel,24,3849,33.0,44282.0,33,44282,17492,11979,104880.0,134,104880,86,,1054,190.0,190,,,,
2024-11-28,mohtel,24,3852,48.0,44330.0,48,44330,17492,11979,104933.0,53,104933,86,,1054,,190,,,,
2024-11-29,mohtel,24,3855,33.0,44363.0,33,44363,17581,12048,105070.0,137,105070,87,1055.0,1055,190.0,190,,,,
2024-11-30,mohtel,24,3859,19.0,44382.0,19,44382,17581,12048,105142.0,72,105142,87,,1055,,190,,,,
2024-12-01,mohtel,24,3865,47.0,44429.0,47,44429,17581,12048,105250.0,108,105250,87,,1055,192.0,192,,,,
2024-12-02,mohtel,24,3869,37.0,44466.0,37,44466,17581,12048,105358.0,108,105358,87,,1055,,192,,,,
2024-12-03,mohtel,24,3871,36.0,44502.0,36,44502,17581,12048,105454.0,96,105454,87,,1055,,192,,,,
2024-12-04,mohtel,24,3874,30.0,44532.0,30,44532,17581,12048,105538.0,84,105538,87,,1055,,192,,,,
2024-12-05,mohtel,24,3879,48.0,44580.0,48,44580,17581,12048,105739.0,201,105739,87,,1055,,192,,,,
2024-12-06,mohtel,24,3882,32.0,44612.0,32,44612,17581,12048,105834.0,95,105834,87,,1055,,192,,,,
2024-12-07,mohtel,24,3886,52.0,44664.0,52,44664,17581,12048,105976.0,142,105976,87,,1055,,192,,,,
2024-12-08,mohtel,24,3890,44.0,44708.0,44,44708,17581,12048,106050.0,74,106050,87,,1055,,192,,,,
